capture_time,OBJECTID,street,level,speedKMH,delay,length,uuid,updateDate,pubMillis,country,city,turnType,type,endNode,speed,roadType,SHAPE_Length
2026-05-11 17:22:20,15927,אלנבי,5,0,-1,88,643810556,1778530386826,1777197440346,IL,תל אביב - יפו,NONE,,רוטשילד,0,2,88.41571183924933
2026-05-11 17:22:20,15928,דרך קיבוץ גלויות,3,12.2,96,564,700361498,1778530386830,1778518172401,IL,תל אביב - יפו,NONE,,ל - שוקן,3.3888888359069824,2,563.4480522852459
2026-05-11 17:22:20,15929,אלנבי,5,0,-1,88,643688184,1778530386841,1777192636421,IL,תל אביב - יפו,NONE,,לבונטין,0,2,87.8740661487836
2026-05-11 17:22:20,15930,חיים לבנון,3,9.85,284,1160,700382488,1778530386848,1778518766571,IL,תל אביב - יפו,NONE,,,2.7361111640930176,2,1160.741437321402
2026-05-11 17:22:20,15931,קליי,5,0,-1,187,700388632,1778530386859,1778518935172,IL,תל אביב - יפו,NONE,,זלוציסטי,0,1,187.0722774714636
2026-05-11 17:22:20,15932,התותחנים,2,4.38,105,216,700419862,1778530386902,1778519444179,IL,חולון,NONE,,,1.2166666984558105,1,215.98511428747747
2026-05-11 17:22:20,15933,"ח""ן",3,5.33,92,195,700419854,1778530386911,1778519443537,IL,תל אביב - יפו,NONE,,,1.480555534362793,2,195.14436205981386
2026-05-11 17:22:20,15934,צבי,4,0.83,747,187,700416382,1778530386917,1778519442499,IL,רמת גן,NONE,,"תרפ""ב",0.23055554926395416,1,186.8358007082866
2026-05-11 17:22:20,15935,ברזיל,1,6.52,66,306,700416380,1778530386924,1778519442223,IL,תל אביב - יפו,NONE,,,1.8111110925674438,1,305.7278620554308
2026-05-11 17:22:20,15936,אלנבי,5,0,-1,116,666113906,1778530386933,1777794429605,IL,תל אביב - יפו,NONE,,ביאליק,0,2,116.13027119669941
2026-05-11 17:22:20,15937,הרכבת,4,4.68,325,630,700380022,1778530386939,1778518597179,IL,תל אביב - יפו,NONE,,,1.2999999523162842,2,629.3491762972784
2026-05-11 17:22:20,15938,אלנבי,5,0,-1,116,643685014,1778530386952,1777192635055,IL,תל אביב - יפו,NONE,,המלך ג`ורג`,0,2,116.13027119669941
2026-05-11 17:22:20,15939,אלנבי,5,0,-1,78,643688076,1778530386958,1777192635019,IL,תל אביב - יפו,NONE,,אחד העם,0,2,77.62666165676383
2026-05-11 17:22:20,15940,יגאל אלון,4,4.55,91,159,700420456,1778530386965,1778519525729,IL,תל אביב - יפו,NONE,,,1.2638888359069824,2,158.99715417251906
2026-05-11 17:22:20,15941,ניר עם,3,4.3,122,189,700420450,1778530386973,1778519524965,IL,תל אביב - יפו,NONE,,דרך השלום,1.1944444179534912,1,188.88453787373453
2026-05-11 17:22:20,15942,אלנבי,5,0,-1,2,694110594,1778530386980,1778404182420,IL,תל אביב - יפו,NONE,,,0,2,1.5500322566098454
2026-05-11 17:22:20,15943,העליה,5,0,-1,146,643684480,1778530386998,1777192632610,IL,תל אביב - יפו,NONE,,מסילת העולים,0,2,145.98733977979603
2026-05-11 17:22:20,15944,בן צבי,2,17.15,79,698,700413786,1778530387005,1778519524462,IL,תל אביב - יפו,NONE,,פנחס לבון,4.763888835906982,2,697.9988426844728
2026-05-11 17:22:20,15945,שריד,5,0,-1,23,696363366,1778530387013,1778461170476,IL,תל אביב - יפו,NONE,,החיטה,0,1,22.849299770669653
2026-05-11 17:22:20,15946,לסקוב חיים,5,0,-1,94,694110648,1778530387020,1778404183647,IL,תל אביב - יפו,NONE,,איתמר בן אבי,0,1,94.02979400842021
2026-05-11 17:22:20,15947,"מזא""ה",5,0,-1,12,643684532,1778530387027,1777192632675,IL,תל אביב - יפו,NONE,,,0,1,11.697200519718963
2026-05-11 17:22:20,15948,,5,0,-1,331,696922976,1778530387034,1778476496657,IL,בני ברק,NONE,,דרך אם המושבות,0,2,331.3275607310837
2026-05-11 17:22:20,15949,דרך אם המושבות,3,6.08,237,495,697963376,1778530387040,1778489213073,IL,בני ברק,NONE,,המכבים,1.6888889074325562,2,495.347421357137
2026-05-11 17:22:20,15950,4870,5,0,-1,200,643686060,1778530387048,1777192634114,IL,תל אביב - יפו,NONE,,,0,1,200.28417935535367
2026-05-11 17:22:20,15951,גרוזנברג,5,0,-1,11,643688110,1778530387055,1777192637174,IL,תל אביב - יפו,NONE,,אלנבי,0,1,10.724942890451869
2026-05-11 17:22:20,15952,שביל המפעל,5,0,-1,87,696359804,1778530387060,1778461170418,IL,תל אביב - יפו,NONE,,התנופה,0,1,86.93544559014383
2026-05-11 17:22:20,15953,הוברמן,3,5.08,116,248,700384576,1778530387073,1778518849547,IL,תל אביב - יפו,NONE,,דיזנגוף,1.4111111164093018,1,248.9695379920083
2026-05-11 17:22:20,15954,שריד,5,0,-1,28,696359806,1778530387082,1778461170595,IL,תל אביב - יפו,NONE,,בצרה,0,1,28.5139983165192
2026-05-11 17:22:20,15955,המלך ג`ורג`,4,3.98,177,238,700378814,1778530387089,1778518682756,IL,תל אביב - יפו,NONE,,דיזנגוף,1.105555534362793,2,238.48018183052406
2026-05-11 17:22:20,15956,דרך אם המושבות,5,0,-1,219,665279648,1778530387098,1777785192315,IL,בני ברק,NONE,,,0,2,218.7117804328059
2026-05-11 17:22:20,15957,פרופסור יחזקאל קויפמן,3,9.3,246,975,700216492,1778530387104,1778514364986,IL,תל אביב - יפו,NONE,,דוד רזיאל,2.5833332538604736,2,974.8656528702486
2026-05-11 17:22:20,15958,זלוציסטי,5,0,-1,134,700386978,1778530387117,1778518936270,IL,תל אביב - יפו,NONE,,פייבל,0,1,134.2608896882126
2026-05-11 17:22:20,15959,רוטשילד,5,0,-1,123,653744598,1778530387123,1777406634372,IL,תל אביב - יפו,NONE,,נחלת בנימין,0,2,122.6357477652558
2026-05-11 17:22:20,15960,המרד,4,2.17,410,274,700334740,1778530387130,1778517242401,IL,תל אביב - יפו,NONE,,,0.6027777791023254,1,273.7666381209865
2026-05-11 17:22:20,15961,העליה,5,0,-1,72,643684200,1778530387142,1777192569873,IL,תל אביב - יפו,NONE,,וולפסון,0,2,71.82588460828747
2026-05-11 17:22:20,15962,ההגנה,3,5.72,89,213,700275960,1778530387148,1778515630366,IL,תל אביב - יפו,NONE,,"אצ""ל",1.5888888835906982,2,213.3340605384805
2026-05-11 17:22:20,15963,20 איילון צפון,3,32.47,308,4174,698701548,1778530387156,1778500138356,IL,תל אביב - יפו,NONE,,רמת השרון,9.019444465637207,3,4173.4851127867
2026-05-11 17:22:20,15964,"כ""ג יורדי הסירה",3,4.62,84,221,700413174,1778530387169,1778519441054,IL,תל אביב - יפו,NONE,,נמל תל אביב,1.2833333015441895,1,220.8712342205095
2026-05-11 17:22:20,15965,"מח""ל",2,5.14,66,182,700409076,1778530387177,1778519361353,IL,תל אביב - יפו,NONE,,משה דיין,1.4277777671813965,2,182.07941878512534
2026-05-11 17:22:20,15966,מרמורק,4,2.7,227,192,700352242,1778530387184,1778517673691,IL,תל אביב - יפו,NONE,,,0.75,2,191.94286217767785
2026-05-11 17:22:20,15967,קרליבך,4,5.71,114,359,700409070,1778530387190,1778519361036,IL,תל אביב - יפו,NONE,,יהודה הלוי,1.586111068725586,2,359.04433565297484
2026-05-11 17:22:20,15968,דרך אם המושבות,3,15.22,102,715,700377324,1778530387203,1778518682275,IL,בני ברק,NONE,,מבצע קדש,4.22777795791626,2,715.6723024758942
2026-05-11 17:22:20,15969,לוי אשכול,2,18.81,68,930,700406506,1778530387211,1778519275083,IL,תל אביב - יפו,NONE,,איינשטיין,5.224999904632568,2,929.5597288170006
2026-05-11 17:22:20,15970,44 צפון,4,7.34,96,341,700401894,1778530387219,1778519188984,IL,מקווה ישראל,NONE,,תל אביב - יפו,2.038888931274414,6,340.08305030913414
2026-05-11 17:22:20,15971,אבן גבירול,2,6.47,116,339,700295904,1778530387226,1778516060690,IL,תל אביב - יפו,NONE,,נורדאו,1.7972222566604614,2,339.24129433291733
2026-05-11 17:22:20,15972,"רא""ל יעקב דורי",4,3.4,191,228,700401886,1778530387234,1778519188439,IL,תל אביב - יפו,NONE,,,0.9444444179534912,2,227.59602352887165
2026-05-11 17:22:20,15973,שריד,5,0,-1,28,643686204,1778530387241,1777192635478,IL,תל אביב - יפו,NONE,,נבטים,0,1,28.5139983165192
2026-05-11 17:22:20,15974,20 איילון דרום,3,20.83,703,5251,698889420,1778530387247,1778501246167,IL,תל אביב - יפו,NONE,,תל אביב - יפו,5.786110877990723,3,5250.259622676854
2026-05-11 17:22:20,15975,בן גוריון,3,4.3,93,171,700390604,1778530387271,1778519021121,IL,תל אביב - יפו,NONE,,דיזנגוף,1.1944444179534912,2,171.27731145236535
2026-05-11 17:22:20,15976,פנחס ספיר,3,8.02,134,399,700409034,1778530387279,1778519357888,IL,תל אביב - יפו,NONE,,,2.2277777194976807,2,399.71949844038056
2026-05-11 17:22:20,15977,שריד,5,0,-1,33,643686184,1778530387288,1777192635284,IL,תל אביב - יפו,NONE,,הסנה,0,1,32.99566116509199
2026-05-11 17:22:20,15978,שפרינצק,4,2.8,311,279,700378824,1778530387294,1778518683627,IL,תל אביב - יפו,NONE,,קרליבך,0.7777777910232544,1,279.51766065596865
2026-05-11 17:22:20,15979,נחום גולדמן,2,14.54,81,562,700409026,1778530387305,1778519357402,IL,תל אביב - יפו,NONE,,,4.038888931274414,2,562.8839886070198
2026-05-11 17:22:20,15980,העליה,5,0,-1,48,666109130,1778530387322,1777794430203,IL,תל אביב - יפו,NONE,,דרך בגין,0,2,47.73548470415667
2026-05-11 17:22:20,15981,מנחם בגין (כביש שירות),3,8.02,105,358,700356288,1778530387328,1778517838316,IL,תל אביב - יפו,NONE,,דרך בגין,2.2277777194976807,1,358.25097836053124
2026-05-11 17:22:20,15982,ביאליק,3,12.1,211,1497,700364862,1778530387337,1778518172923,IL,רמת גן,NONE,,סירקין,3.3611111640930176,2,1499.6162956363623
2026-05-11 17:22:20,15983,20 איילון דרום - הנתיב המהיר,3,17.59,223,1381,700213820,1778530387355,1778514450806,IL,תל אביב - יפו,NONE,,תל אביב - יפו,4.886111259460449,3,1380.4827849129028
2026-05-11 17:22:20,15984,אלנבי,5,0,-1,28,647726866,1778530387368,1777285227388,IL,תל אביב - יפו,NONE,,ביאליק,0,2,27.48281281017086
2026-05-11 17:22:20,15985,פרופסור יחזקאל קויפמן,3,11.93,125,644,700034098,1778530387376,1778511506506,IL,תל אביב - יפו,NONE,,יוסף לוי,3.3138887882232666,2,644.5488820770667
2026-05-11 17:22:20,15986,אלנבי,5,0,-1,65,643815888,1778530387385,1777197440746,IL,תל אביב - יפו,NONE,,יהודה הלוי,0,2,64.7795531023734
2026-05-11 17:22:20,15987,ישראל מסלנט,5,0,-1,178,679347182,1778530387391,1778006947934,IL,תל אביב - יפו,NONE,,,0,2,177.7923030150327
2026-05-11 17:22:20,15988,אבן גבירול,4,3,498,505,700364846,1778530387399,1778518172036,IL,תל אביב - יפו,NONE,,יהודה הלוי,0.8333333134651184,2,503.8849318423904
2026-05-11 17:22:20,15989,המרד,3,6.15,176,376,700342310,1778530387408,1778517412703,IL,תל אביב - יפו,NONE,,אריה שנקר,1.7083333730697632,1,374.5552738713756
2026-05-11 17:22:20,15990,רוטשילד,5,0,-1,82,653732716,1778530387419,1777406128249,IL,תל אביב - יפו,NONE,,אלנבי,0,2,82.46810777524219
2026-05-11 17:22:20,15991,דרך אם המושבות,5,0,-1,281,665265670,1778530387425,1777785107085,IL,בני ברק,NONE,,,0,2,281.5523542778019
2026-05-11 17:22:20,15992,אלנבי,5,0,-1,78,643687934,1778530387431,1777192634330,IL,תל אביב - יפו,NONE,,רוטשילד,0,2,77.62666165676383
2026-05-11 17:22:20,15993,שד` שאול המלך,4,4.87,124,254,700359192,1778530387437,1778518088600,IL,תל אביב - יפו,NONE,,אבן גבירול,1.3527777194976807,2,253.8725561917039
2026-05-11 17:22:20,15994,העליה,5,0,-1,61,643687930,1778530387447,1777192634366,IL,תל אביב - יפו,NONE,,לוינסקי,0,2,61.0357174128435
2026-05-11 17:22:20,15995,ויצמן,2,8.3,111,479,700415000,1778530387453,1778519523137,IL,בת ים,NONE,,רוטשילד,2.305555582046509,1,478.89327325677084
2026-05-11 17:22:20,15996,20 איילון צפון - הנתיב המהיר,2,43.01,145,3341,699355676,1778530387464,1778505044505,IL,תל אביב - יפו,NONE,,רמת השרון,11.947221755981445,3,3340.576260846373
2026-05-11 17:22:20,15997,הנחושת,4,3.58,210,231,700402692,1778530387476,1778519272968,IL,תל אביב - יפו,NONE,,ראול ולנברג,0.9944444298744202,1,231.67340446382136
2026-05-11 17:22:20,15998,אלנבי,5,0,-1,70,643808668,1778530387485,1777197364084,IL,תל אביב - יפו,NONE,,לילינבלום,0,2,69.74132562540778
2026-05-11 17:22:20,15999,בינט מאיר,4,4.94,122,199,700404852,1778530387490,1778519274417,IL,תל אביב - יפו,NONE,,,1.3722221851348877,1,199.13152116609655
2026-05-11 17:22:20,16000,4870,5,0,-1,200,643684750,1778530387499,1777192633352,IL,תל אביב - יפו,NONE,,4869,0,1,200.28417935535367
2026-05-11 17:22:20,16001,אלנבי,5,0,-1,70,643686278,1778530387509,1777192635677,IL,תל אביב - יפו,NONE,,יהודה הלוי,0,2,69.74132562540778
2026-05-11 17:22:20,16002,20 איילון דרום,1,52.82,67,2284,699901034,1778530387516,1778509905182,IL,תל אביב - יפו,NONE,,תל אביב - יפו,14.672222137451172,3,2284.183145549995
2026-05-11 17:22:20,16003,פייבל,5,0,-1,194,700375134,1778530387534,1778518596583,IL,תל אביב - יפו,NONE,,ליסין,0,1,194.3238580600486
2026-05-11 17:22:20,16004,החשמונאים,4,4.64,171,311,700365404,1778530387541,1778518259169,IL,תל אביב - יפו,NONE,,קרליבך,1.288888931274414,2,310.85008207795653
2026-05-11 17:22:20,16005,ברזיל,2,4.29,154,306,700411472,1778530387551,1778519440496,IL,תל אביב - יפו,NONE,,,1.1916667222976685,1,305.7278620554307
2026-05-11 17:22:20,16006,הירקון,3,7.74,103,310,700398154,1778530387561,1778519104694,IL,תל אביב - יפו,NONE,,טרומפלדור,2.1500000953674316,2,309.30109624211946
2026-05-11 17:22:20,16007,"ל-שד` רוקח, אוניברסיטה",4,11.16,137,503,700347456,1778530387568,1778517751985,IL,תל אביב - יפו,NONE,,תל אביב - יפו,3.0999999046325684,4,502.98169700752476
2026-05-11 19:17:03,17181,שריד,5,0,-1,33,696368000,1778537586034,1778461170362,IL,תל אביב - יפו,NONE,,החיטה,0,1,32.99566116509199
2026-05-11 19:17:03,17182,ארלוזורוב,4,4.78,143,230,700593094,1778537586050,1778526556047,IL,תל אביב - יפו,NONE,,הנריטה סאלד,1.3277777433395386,2,230.0110626616621
2026-05-11 19:17:03,17183,שביל המפעל,5,0,-1,87,666105790,1778537586055,1777794428827,IL,תל אביב - יפו,NONE,,,0,1,86.93544559014383
2026-05-11 19:17:03,17184,אלנבי,5,0,-1,133,643684936,1778537586060,1777192634708,IL,תל אביב - יפו,NONE,,מונטיפיורי,0,2,132.87960753972357
2026-05-11 19:17:03,17185,מנהרת הסיטי,5,0,-1,24,696368028,1778537586065,1778461170785,IL,גבעתיים,NONE,,אריאל שרון,0,1,23.823608255326832
2026-05-11 19:17:03,17186,,5,0,-1,13,646139560,1778537586071,1777255364403,IL,תל אביב - יפו,NONE,,שטרית,0,1,12.750098038838031
2026-05-11 19:17:03,17187,ליסין,5,0,-1,125,700385166,1778537586075,1778518937094,IL,תל אביב - יפו,NONE,,קליי,0,1,124.58063026131157
2026-05-11 19:17:03,17188,שריד,5,0,-1,23,696366000,1778537586079,1778461170491,IL,תל אביב - יפו,NONE,,נבטים,0,1,22.849299770669653
2026-05-11 19:17:03,17189,אלנבי,5,0,-1,20,643684458,1778537586083,1777192633106,IL,תל אביב - יפו,NONE,,רוטשילד,0,2,20.130002484754744
2026-05-11 19:17:03,17190,,5,0,-1,331,643685988,1778537586087,1777192633912,IL,בני ברק,NONE,,רח’ 600,0,2,330.78982632396867
2026-05-11 19:17:03,17191,שריד,5,0,-1,4,696366012,1778537586091,1778461170954,IL,תל אביב - יפו,NONE,,,0,1,4.320300916258285
2026-05-11 19:17:03,17192,באסולה,3,4.61,110,173,700591490,1778537586095,1778526713835,IL,תל אביב - יפו,NONE,,,1.2805556058883667,1,173.02871717215464
2026-05-11 19:17:03,17193,לסקוב חיים,5,0,-1,94,643685916,1778537586103,1777192633778,IL,תל אביב - יפו,NONE,,יהודה הלוי,0,1,94.02979400842023
2026-05-11 19:17:03,17194,"ציהתל""י",2,8.6,84,316,700596102,1778537586108,1778526400337,IL,תל אביב - יפו,NONE,,"חידושי הרי""ם",2.3888888359069824,1,316.43082394933145
2026-05-11 19:17:03,17195,העליה,5,0,-1,91,643683860,1778537586115,1777192566644,IL,תל אביב - יפו,NONE,,י.ל. פרץ,0,2,90.56486289328049
2026-05-11 19:17:03,17196,אלנבי,5,0,-1,92,643684886,1778537586119,1777192634272,IL,תל אביב - יפו,NONE,,ביאליק,0,2,91.58055033669966
2026-05-11 19:17:03,17197,מנחם בגין (כביש שירות),4,5.36,204,392,700589966,1778537586123,1778526013563,IL,תל אביב - יפו,NONE,,דרך בגין,1.4888888597488403,1,391.8431456022936
2026-05-11 19:17:03,17198,אלנבי,5,0,-1,62,694108946,1778537586130,1778404183263,IL,תל אביב - יפו,NONE,,בית השואבה,0,2,62.44255119618467
2026-05-11 19:17:03,17199,בן גוריון,5,0,-1,5,667340702,1778537586134,1777818046718,IL,תל אביב - יפו,NONE,,,0,2,4.845203813897245
2026-05-11 19:17:03,17200,אלנבי,5,0,-1,88,643687940,1778537586138,1777192634373,IL,תל אביב - יפו,NONE,,לילינבלום,0,2,88.41571183924933
2026-05-11 19:17:03,17201,שטריקר,2,3.43,92,169,700598698,1778537586142,1778526712185,IL,תל אביב - יפו,NONE,,,0.9527778029441833,1,169.04803906521144
2026-05-11 19:17:03,17202,העליה,5,0,-1,55,643683894,1778537586148,1777192563188,IL,תל אביב - יפו,NONE,,הקונגרס,0,2,55.311120944846344
2026-05-11 19:17:03,17203,מנהרת הסיטי,5,0,-1,31,643687978,1778537586152,1777192634722,IL,גבעתיים,NONE,,,0,1,30.458033988906507
2026-05-11 19:17:03,17204,ההגנה,5,0,-1,35,700583750,1778537586157,1778526166115,IL,תל אביב - יפו,NONE,,,0,2,35.195177226135385
2026-05-11 19:17:03,17205,,5,0,-1,66,700388666,1778537586161,1778518936864,IL,תל אביב - יפו,NONE,,נחום גולדמן,0,20,65.79909822135575
2026-05-11 19:17:03,17206,אלנבי,5,0,-1,16,647725086,1778537586166,1777285228326,IL,תל אביב - יפו,NONE,,טשרניחובסקי,0,2,16.244694518255102
2026-05-11 19:17:03,17207,אלנבי,5,0,-1,62,643688152,1778537586172,1777192635974,IL,תל אביב - יפו,NONE,,"מזא""ה",0,2,62.44255119618467
2026-05-11 19:17:03,17208,אלנבי,5,0,-1,28,696364808,1778537586176,1778461171037,IL,תל אביב - יפו,NONE,,,0,2,27.48281281017086
2026-05-11 19:17:03,17209,שריד,5,0,-1,4,643688148,1778537586180,1777192635936,IL,תל אביב - יפו,NONE,,בצרה,0,1,4.320300916258285
2026-05-11 19:17:03,17210,,5,0,-1,66,700388658,1778537586184,1778518936644,IL,תל אביב - יפו,NONE,,,0,20,65.79909822135575
2026-05-11 19:17:03,17211,אלנבי,5,0,-1,133,643686096,1778537586190,1777192634348,IL,תל אביב - יפו,NONE,,אחד העם,0,2,132.87960753972357
2026-05-11 19:17:03,17212,"מזא""ה",5,0,-1,40,700589394,1778537586195,1778526088499,IL,תל אביב - יפו,NONE,,יבנה,0,1,40.14049576280971
2026-05-11 19:17:03,17213,העליה,5,0,-1,91,643685068,1778537586198,1777192637223,IL,תל אביב - יפו,NONE,,מטלון,0,2,90.67176903576583
2026-05-11 19:17:03,17214,אלנבי,5,0,-1,63,700583766,1778537586202,1778526167062,IL,תל אביב - יפו,NONE,,בית השואבה,0,2,63.19181117896047
2026-05-11 19:17:03,17215,ראול ולנברג,5,0,-1,175,700583764,1778537586206,1778526166627,IL,תל אביב - יפו,NONE,,,0,2,174.82211743290785
2026-05-11 19:17:03,17216,אלנבי,5,0,-1,20,666114338,1778537586211,1777794504687,IL,תל אביב - יפו,NONE,,רוטשילד,0,2,20.130002484754744
2026-05-11 19:17:03,17217,החשמונאים,4,3.28,247,302,700585824,1778537586215,1778526243354,IL,תל אביב - יפו,NONE,,,0.9111111164093018,2,301.46366562863597
2026-05-11 19:17:03,17218,אלנבי,5,0,-1,88,643810556,1778537586222,1777197440346,IL,תל אביב - יפו,NONE,,רוטשילד,0,2,88.41571183924933
2026-05-11 19:17:03,17219,בן יהודה,5,0,-1,145,700583782,1778537586226,1778526167322,IL,תל אביב - יפו,NONE,,טרומפלדור,0,2,144.7149995160284
2026-05-11 19:17:03,17220,אלנבי,5,0,-1,88,643688184,1778537586230,1777192636421,IL,תל אביב - יפו,NONE,,לבונטין,0,2,87.8740661487836
2026-05-11 19:17:03,17221,קליי,5,0,-1,187,700388632,1778537586235,1778518935172,IL,תל אביב - יפו,NONE,,זלוציסטי,0,1,187.0722774714636
2026-05-11 19:17:03,17222,חדרה,4,0.51,1074,166,700596590,1778537586239,1778526633506,IL,תל אביב - יפו,NONE,,מטמון כהן,0.14166666567325592,1,165.6958777679588
2026-05-11 19:17:03,17223,דרך יפו,4,2.47,322,297,700590446,1778537586245,1778526243073,IL,תל אביב - יפו,NONE,,דרך בגין,0.6861110925674438,2,296.3379436178766
2026-05-11 19:17:03,17224,ארלוזורוב,5,0,-1,245,700583788,1778537586252,1778526167984,IL,תל אביב - יפו,NONE,,בן סרוק,0,2,244.74108325414932
2026-05-11 19:17:03,17225,רדינג,4,2.95,241,221,700596596,1778537586257,1778526633846,IL,תל אביב - יפו,NONE,,פרץ אוניקובסקי,0.8194444179534912,1,220.25010567264314
2026-05-11 19:17:03,17226,אלנבי,5,0,-1,116,666113906,1778537586264,1777794429605,IL,תל אביב - יפו,NONE,,ביאליק,0,2,116.13027119669941
2026-05-11 19:17:03,17227,אלנבי,5,0,-1,116,643685014,1778537586268,1777192635055,IL,תל אביב - יפו,NONE,,המלך ג`ורג`,0,2,116.13027119669941
2026-05-11 19:17:03,17228,אלנבי,5,0,-1,78,643688076,1778537586272,1777192635019,IL,תל אביב - יפו,NONE,,אחד העם,0,2,77.62666165676383
2026-05-11 19:17:03,17229,רציף הרברט סמואל,2,5.33,103,243,700587800,1778537586276,1778526244050,IL,תל אביב - יפו,NONE,,טרומפלדור,1.480555534362793,1,243.33970050041677
2026-05-11 19:17:03,17230,אלנבי,5,0,-1,2,694110594,1778537586282,1778404182420,IL,תל אביב - יפו,NONE,,,0,2,1.5500322566098454
2026-05-11 19:17:03,17231,העליה,5,0,-1,146,643684480,1778537586286,1777192632610,IL,תל אביב - יפו,NONE,,מסילת העולים,0,2,145.98733977979603
2026-05-11 19:17:03,17232,שריד,5,0,-1,23,696363366,1778537586291,1778461170476,IL,תל אביב - יפו,NONE,,החיטה,0,1,22.849299770669653
2026-05-11 19:17:03,17233,לסקוב חיים,5,0,-1,94,694110648,1778537586295,1778404183647,IL,תל אביב - יפו,NONE,,איתמר בן אבי,0,1,94.02979400842021
2026-05-11 19:17:03,17234,"מזא""ה",5,0,-1,12,643684532,1778537586300,1777192632675,IL,תל אביב - יפו,NONE,,,0,1,11.697200519718963
2026-05-11 19:17:03,17235,,5,0,-1,331,696922976,1778537586304,1778476496657,IL,בני ברק,NONE,,דרך אם המושבות,0,2,331.3275607310837
2026-05-11 19:17:03,17236,לילינבלום,3,4.18,215,428,700578608,1778537586308,1778525554308,IL,תל אביב - יפו,NONE,,נחלת בנימין,1.1611111164093018,1,428.50845915695766
2026-05-11 19:17:03,17237,4870,5,0,-1,200,643686060,1778537586313,1777192634114,IL,תל אביב - יפו,NONE,,,0,1,200.28417935535367
2026-05-11 19:17:03,17238,גרוזנברג,5,0,-1,11,643688110,1778537586317,1777192637174,IL,תל אביב - יפו,NONE,,אלנבי,0,1,10.724942890451869
2026-05-11 19:17:03,17239,בן יהודה,5,0,-1,61,700583742,1778537586321,1778526166091,IL,תל אביב - יפו,NONE,,הלפרין,0,2,60.88022749621881
2026-05-11 19:17:03,17240,שביל המפעל,5,0,-1,87,696359804,1778537586325,1778461170418,IL,תל אביב - יפו,NONE,,התנופה,0,1,86.93544559014383
2026-05-11 19:17:03,17241,ראול ולנברג,5,0,-1,31,700583740,1778537586330,1778526166075,IL,תל אביב - יפו,NONE,,,0,2,30.829597792492944
2026-05-11 19:17:03,17242,שריד,5,0,-1,28,696359806,1778537586334,1778461170595,IL,תל אביב - יפו,NONE,,בצרה,0,1,28.5139983165192
2026-05-11 19:17:03,17243,ראול ולנברג,5,0,-1,36,700592326,1778537586338,1778526165511,IL,תל אביב - יפו,NONE,,,0,2,35.572804218137094
2026-05-11 19:17:03,17244,בן יהודה,5,0,-1,163,700590278,1778537586342,1778526166405,IL,תל אביב - יפו,NONE,,בוגרשוב,0,2,163.10644897606
2026-05-11 19:17:03,17245,בן יהודה,5,0,-1,115,700590276,1778537586347,1778526166224,IL,תל אביב - יפו,NONE,,,0,2,114.56870201591774
2026-05-11 19:17:03,17246,הירקון,3,10.37,72,375,700591300,1778537586352,1778526633309,IL,תל אביב - יפו,NONE,,נחמיה,2.8805556297302246,2,375.110254142605
2026-05-11 19:17:03,17247,דרך אם המושבות,5,0,-1,219,665279648,1778537586358,1777785192315,IL,בני ברק,NONE,,,0,2,218.7117804328059
2026-05-11 19:17:03,17248,"מזא""ה",5,0,-1,40,700592330,1778537586362,1778526165939,IL,תל אביב - יפו,NONE,,,0,1,40.14049576280971
2026-05-11 19:17:03,17249,בן יהודה,5,0,-1,89,700592328,1778537586366,1778526165674,IL,תל אביב - יפו,NONE,,מאפו,0,2,89.21841034536403
2026-05-11 19:17:03,17250,ראול ולנברג,5,0,-1,69,700585678,1778537586370,1778526166302,IL,תל אביב - יפו,NONE,,,0,2,69.4866440404156
2026-05-11 19:17:03,17251,בן יהודה,5,0,-1,28,700585676,1778537586374,1778526166150,IL,תל אביב - יפו,NONE,,וילנא,0,2,28.330637126616125
2026-05-11 19:17:03,17252,בן יהודה,5,0,-1,127,700590290,1778537586378,1778526166549,IL,תל אביב - יפו,NONE,,בן גוריון,0,2,127.00032755719248
2026-05-11 19:17:03,17253,בן יהודה,5,0,-1,99,700585682,1778537586382,1778526166515,IL,תל אביב - יפו,NONE,,פרישמן,0,2,98.7589600997236
2026-05-11 19:17:03,17254,,5,0,-1,44,700592336,1778537586387,1778526166320,IL,תל אביב - יפו,NONE,,דרך קיבוץ גלויות,0,1,44.2298129766056
2026-05-11 19:17:03,17255,ראול ולנברג,5,0,-1,60,700590294,1778537586391,1778526166585,IL,תל אביב - יפו,NONE,,,0,2,59.75306853978341
2026-05-11 19:17:03,17256,ישראל גורי,5,0,-1,22,700592340,1778537586396,1778526166936,IL,תל אביב - יפו,NONE,,,0,1,22.08456927377326
2026-05-11 19:17:03,17257,בן יהודה,5,0,-1,65,700590292,1778537586401,1778526166572,IL,תל אביב - יפו,NONE,,,0,2,64.80680596893801
2026-05-11 19:17:03,17258,"מזא""ה",5,0,-1,31,700585684,1778537586406,1778526166526,IL,תל אביב - יפו,NONE,,,0,1,30.820488314976252
2026-05-11 19:17:03,17259,אלנבי,5,0,-1,61,700585690,1778537586410,1778526166906,IL,תל אביב - יפו,NONE,,הכובשים,0,2,60.88021024910895
2026-05-11 19:17:03,17260,בן יהודה,5,0,-1,182,700590296,1778537586414,1778526166589,IL,תל אביב - יפו,NONE,,מנדלי מוכר ספרים,0,2,181.47104602401043
